PALAVRA,QTD_PALAVRA
LEAF_EXAMPLE:THE,1
BODY,27
REGISTERS:,7
THEM:,3
ADDI,15
-12#,1
ADJUST,7
ROOM,13
ITEMS,16
8$SP#,3
AFTERWARDS,4
4$SP#,5
0$SP#,9
51:,1
$A1#,8
$A3#,1
$V0,13
$ZERO#,4
82CHAPTER,1
ASSUMED,14
RESTORING,14
HAPPEN,10
SEPA-,3
GROUPS:,1
$T0–$T9:10,1
PRESERVED,15
$S0–$S7:8,1
RESTORES,3
$T1TO,1
DROP,3
RETURNING,6
12#,1
DELETE,1
ADDRESS:,7
$RA#,1
DRAWING,21
ADDRESSLOW,2
$T1CONTENTS,1
$T0CONTENTS,1
$S0$SP$SP$SP,1
83NESTED,1
PROCEDURESPROCEDURES,1
LEAFPROCEDURES,1
LIFE,16
LEAF,7
AREN’T,5
SPIES,2
INVOKE,7
RECURSIVE,6
CLONES,1
CARE,32
TAKEN,110
INVOK-,1
NONLEAF,1
CALLS,25
$A0AND,2
JALA,1
JALB,1
FINISHED,8
PREVENT,20
ELIMINATE,10
A’S,1
PUSHES,2
$A0–$A3OR,1
$T0–$T9THAT,1
$RAAND,1
$SPIS,2
ACCOUNT,10
READJUSTED,1
NESTED,8
LINKINGLET’S,1
TACKLE,2
FACTORIAL:,1
N{IF,1
FACTN-1;}WHAT,1
84CHAPTER,1
NCORRESPONDS,1
$A0:FACT:ADDI$SP,1
-8#,1
SW$RA,3
SW$A0,1
FACTIS,1
SWSAVES,1
CALLEDFACT,1
SLTI$T0,1
BEQ$T0,3
L1#,1
>=,5
NIS,6
FACTRETURNS,2
POPS,1
ADDI$V0,3
ADDI$SP,4
8#,2
JALBEFORE,1
DECREMENTED,4
ISCALLED,1
VALUE:L1:ADDI$A0,1
-1#,1
JALFACT#,1
POINTER:,1
LW$A0,1
JAL:RESTORE,1
LW$RA,2
85FIGURE,1
SEV-,5
SCHEMES,28
PRESERVE,8
$SP;$SPIS,1
SUBTRACTED,4
SERVED,2
ACTIONS,25
GUARANTEE,3
PROMISES,2
$SPAND,1
MODIFY,13
CALLER’S,2
$V0GETS,1
THECURRENT,1
AVAIL-,4
THOUGH,15
MUL$V0,1
$V0#,1
INTERPRETATION,11
ANDSTORAGE,1
CLASSES:,3
ANDSTATIC,1
DISCARDED,2
EXITS,5
ENTRIES,45
DECLARED,5
OUT-,4
RESERVES,1
GLOBAL,39
$GP,7
INTERFACEGLOBAL,1
$T0–$T9STACK,1
$A0–$A3RETURN,1
$RARETURN,1
$V0–$V1STACK,1
POINTERSTACK,2
15WHAT,1
RELIES,8
86CHAPTER,1
PROCEDURE’S,4
ORACTIVATION,1
RECORD,18
$FP,6
OFFSETS,4
ALTERNATIVELY,12
ACTIVATION,4
$FPBYAVOIDING,1
16ILLUSTRATION,1
MEMORY-RESIDENT,1
NOTSETTING,1
INITIALIZED,13
PROCE-DURE’S,1
DENOT-ING,1
REG-ISTERS,1
$SP$SP$SP$FP$FP$FPSAVED,1
87ALLOCATING,1
HEAP,10
FIG-,8
URE,10
GROWS,5
TRADI-,3
TIONALLY,1
TEND,15
LINKED,16
LISTS,6
LIFETIMES,1
SEG-,7
MENTS,16
WAX,1
WANE,1
FREES,3
MALLOCALLO-CATES,1
FREERELEASES,1
FORGETTING,2
INITIAL-,1
IZED,2
7FFFFFFC,1
HEXAND,3
00400000,2
10000000,11
MAL-LOCIN,1
NEWIN,1
10008000,2
HEXSO,1
ITCAN,1
HEXTO,2
1000FFFF,1
HEXUSING,1
$GPSEE,1
COMPLEMENT,42
UNIX,18
OBJECT,37
ROU-TINES,1
DATASTATIC,1
DATATEXT,2
$SP7FFF,1
FFFCHEX$GP1000,1
8000HEX1000,1
0000HEXPC0040,1
0000HEX0,1
88CHAPTER,1
LEAK,2
EVENTUALLY,7
FREEING,3
DANGLING,1
CONVENTIONS,10
ELABORATION:WHAT,1
EXPECTS,1
$A3AND,1
RESTIN,1
ADDRESSABLE,5
CAPTION,2
GNU,4
MIPS/SILICON,1
NOT;,4
$S8,1
JALACTUALLY,1
JALINTO,1
INVOCATION,2
MANAGE,1
EXPLICITLY,15
PASSES,8
NAMEREGISTER,1
NUMBERUSAGEPRESERVED,1
CALL$ZERO0THE,1
0N,1
$V0–$V12–3VALUES,1
EVALUATION,10
NO$A0–$A34–7ARGUMENTS,1
NO$T0–$T78–15TEMPORARIES,1
NO$S0–$S716–23SAVED,1
YES$T8–$T924–25MORE,1
TEMPORARIES,2
NO$GP28GLOBAL,1
YES$SP29STACK,1
YES$FP30FRAME,1
YES$RA31RETURN,1
YESFIGURE,1
18MIPS,1
$AT,8
26–27,1
$K0–$K1,1
89MIPS,1
$T0–$T9,2
$A0–$A3,1
REGISTER$ZEROALWAYS,2
$GP28,1
$SP29,1
$FP30,1
$S2+,1
OPERANDSSUBTRACTSUB$S1,1
OPERANDSDATA,1
+100,2
MEMORYLOGICALANDAND,1
ORNORNOR,5
IMMEDIATEANDI,6
IMMEDIATEORI,5
LOGICALSLL,5
LOGICALSRL,5
$$S1,1
CONSTANTCONDITIONAL,3
EQUALBEQ,5
LIF,3
EQUALBNE,5
THANSLT,5
$S3IF,9
IMMEDIATESLT,1
100IF,8
WITHBEQ,1
BNEUNCONDITIONAL,1
JUMPJUMPJ,5
LGO,1
ADDRESSJUMP,6
REGISTERJR,5
$RAFOR,5
RETURNJUMP,5
LINKJAL,5
L$RA=,1
LFOR,1
CALLFIGURE,3
19MIPS,2
INTRO-,4
DUCED,1
JUMP-AND-LINK,6
90CHAPTER,1
CRUNCH,1
MERCIALLY,1
INTERCHANGE,2
ASCII,19
EVERYONE,3
EXTRACT,3
POPULARITY,9
ADD$S1,1
SUB$S1,1
LWI351817100,1
LW$S1,2
SWI431817,1
100SW$S1,1
ANDR0181917036,1
ORR0181917037,1
NORR0181917039,1
ANDII121817,1
ORII131817,1
BEQI41718,1
25BEQ$S1,1
BNEI51718,1
25BNE$S1,1
SLTR0181917042,1
SLT$S1,1
2500J10000,1
9JRR0310008,1
$RAJALJ32500,1
JAL10000,1
R-FORMATROPRSRTRDSHAMTFUNCTARITHMETIC,1
I-FORMATIOPRSRTADDRESSDATA,1
20MIPS,2
SECTIO,1
PEOPLE2,1
8@,1
>,6
WOW,2
TAB,2
BAR,3
POEM,1
HATLESS,1
ATLAS,1
CHARACTERS:,1
91OF,1
LB,6
SB,6
SOURCESB,1
0$GP#,2
DESTINATIONCHARACTERS,1
CHOICES,9
STRING:,2
POSI-,1
ACCOMPANYING,2
INDICATED,8
TERMINATING,2
NULL,5
CAL,5
DECI-,2
NUMBERS:,3
97,4
108,5
VALUECHAR-ACTERASCII,5
VALUECHAR-ACTER32,1
SPACE48064@80P,1
096`112P,1
3349165A81Q,1
097A113Q,1
"34""50266B82R",1
098B114R,1
35#51367C83S,1
099C115S,1
36$52468D84T100D116T,1
37%53569E85U101E117U,1
38&54670F86V102F118V,1
39'55771G87W103G119W,1
4056872H88X104H120X,1
4157973I89Y105I121Y,1
42*58:74J90Z106J122Z,1
43+59;75K91107K123{,1
44,14
60<76L92\108L124|,1
45-61=77M93109M125},1
46,12
62>78N94^110N126~,1
47/6379O95_111O127DEL,1
21ASCII,1
UPPER-,2
LOWERCASE,2
32;,4
OBSERVATION,9
SHORT-,3
CUTS,2
CHECKING,17
FORMATTING,2
BA,1
CKSPACE,1
CARRIAGE,1
92CHAPTER,1
STRCPYCOPIES,1
YTO,1
XUSING,1
TERMINATION,4
VOID,4
STRCPY,1
CHAR,2
Y{INT,1
I;I,1
0;WHILE,1
XI,15
YI,7
‘\0’,1
/*,1
*/I,1
1;}WHAT,1
YARE,1
IIS,6
STRCPYAD-JUSTS,1
STACK:STRCPY:ADDI$SP,1
-4#,1
SW$S0,3
INITIALIZE,4
$S0TO,2
PLAC-ING,1
$S0:ADD$S0,1
YIIS,1
ADD-,4
INGITO,1
Y:L1:ADD$T1,1
NOTOF,1
$T2:LB$T2,1
93SINCE,1
STRCPYABOVE,1
ALLO-,1
CATE,5
$TREGISTERS,1
WHENEVER,16
FINDS,12
EXHAUSTS,1
ALPHABETS,3
ALPHABETS;,1
INCLUSIVE,1
CALCULATION,30
ADD$T3,3
$A0#,3
SB$T2,1
0$T3#,1
0;,17
BEQ$T2,2
L2#,1
L2,28
INCREMENT,19
BACK:ADDI$S0,1
JL1,2
STRING;,2
$S0AND,1
L2:LW$S0,1
0:,3
$S0ADDI$SP,1
RETURNSTRING,1
IIN,1
EXPLANATION,9
94CHAPTER,1
HALFWORDS,3
LH,3
HALFWORD,11
BUILT-IN,4
PREDEFINED,5
CONCATENATION,4
ELABORATION:MIPS,1
ALLOW-,2
SWWHICH,1
CHARVARIABLE,1
OCCUPIES,4
WILLPACK,1
4BYTES,1
SHORTS,1
PACKS,1
LATINMALAYALAMTAGBANWA,1
PUNCTUATIONGREEKSINHALAKHMERSPACING,1
MODIFIER,1
CYRILLICTHAIMONGOLIANCURRENCY,1
ARMENIANLAOLIMBUCOMBINING,1
DIACRITICAL,1
MARKS,9
HEBREWTIBETANTAI,1
LECOMBINING,1
ARABICMYANMARKANGXI,1
RADICALSSUPERSCRIPTS,1
SUBSCRIPTS,1
SYRIACGEORGIANHIRAGANANUMBER,1
THAANAHANGUL,1
JAMOKATAKANAMATHEMATICAL,1
DEVANAGARIETHIOPICBOPOMOFOMATHEMATICAL,1
ALPHANUMERIC,1
BENGALICHEROKEEKANBUNBRAILLE,1
GURMUKHIUNIFIED,1
CANADIAN,1
ABORIGINAL,1
SYLLABICSHAVIAN,1
RECOGNITIONGUJARATIOGHAM,1
OSMANYA,1
BYZANTINE,1
MUSICAL,1
SYMBOLSORIYARUNIC,1
CYPRIOT,1
SYLLABARYMUSICAL,1
TAMILTAGALOG,1
TAI,1
XUAN,1
JING,1
SYMBOLSARROWS,1
TELUGUHANUNOO,1
YIJING,1
HEXAGRAM,1
SYMBOLSBOX,1
KANNADABUHID,1
AEGEAN,1
NUMBERSGEOMETRIC,1
22EXAMPLE,1
160,3
GREEK,1
0370,1
CYRILLIC,1
0400,1
COLUMNS,4
COLUMN,37
MULTILINGUAL,1
ENCOD-,1
UTF-16,1
VARIABLE-LENGTH,3
UTF-8,1
16–32,1
UTF-32,1
ORG,6
95CHECKYOURSELF,1
INFORMAL,1
SINGLE-DIMENSION,2
OPTIMIZATIONS,34
OPERANDSALTHOUGH,1
BIGGER,7
UPPERIMMEDIATE,1
LUI,9
UPPER,64
ADDRESSES2,1
9FIGURE,1
23THE,2
EFFECT,32
LUITRANSFERS,1
LUI$T0,1
255,8
:CONTENTS,1
EXECUTINGLUI$T0,1
:00111100000010000000000011111111,1
0000000011111111,1
0000000000000000,1
96CHAPTER,1
ELABORATION:CREATING,1
ADDICOPIES,1
THELEFTMOST,1
FROMSECTION,1
HARDWARESOFTWAREINTERFACEEITHER,1
PIECES,19
REASSEMBLE,2
FIELD’S,1
RESTRIC-,3
WHATEVER,4
CREATOR,1
CHOOSES,13
STICK,1
NOTING,1
ENHANCED,5
CONSTANTWHAT,1
$S00000,1
0000FIRST,1
61,8
LUI:LUI,1
BINARYTHE,1
AFTERWARD,1
0000THE,1
2304:,1
2304,2
VALUE:,2
0000EXAMPLEANSWER,1
97ADDRESSING,1
JUMPSTHE,1
J-TYPE,3
J10000,1
PAGE:,1
$S1IS,1
LEAVING,11
OPTION,16
32AND,1
CONDI-,3
TIONAL,11
SOLVING,1
SEEING,6
IFSTATEMENTS,2
NEARBY,5
2100006,1
BITS26,1
BITS51617EXIT6,1
98CHAPTER,1
15WORDS,1
216,2
PC-RELATIVE,21
OPPOSED,8
STRETCHES,1
REL-,2
ATIVE,4
26-BIT,5
28-BIT,1
ELABORATION:SINCE,1
SOMEWHERE,1
28,32
LOADER,5
LINKER,14
BOUNDARY,7
OTH-,2
ERWISE,2
LANGUAGETHEWHILE,1
74,2
KADDI,1
EXIT:IF,1
80000,2
ANADDRESSING,1
REGIME,1
99,2
THIS:,4
SE-QUENTIAL,1
BNEINSTRUCTIONON,1
FOLLOWINGINSTRUC-TION,1
80016,2
IN-STRUCTION,8
80012,1
80024,1
20000,1
ANSWER800000019940,1
8000409229032,1
800083598,1
0800125821,1
28001681919,1
1800202,1
2000080024,1
ITBRANCHES,1
RESCUE,3
CONSTANTS:IT,1
INSERTS,2
DECIDES,13
INTERFACEBRANCHING,1
BEQ$S0,1
PAIR,22
BRANCHING,6
SHORT-ADDRESS,1
BRANCH:,2
BNE$S0,1
L2:EXAMPLEANSWER,1
100CHAPTER,1
SUMMARY,31
BASEORDISPLACEMENT,1
LOCA-,4
ITSELF4,1
PSEUDODIRECT,4
CONCATENATED,7
DECODING,14
LANGUAGESOMETIMES,1
FORCED,8
REVERSE-ENGINEER,1
ORIGI-,1
NAL,7
DUMP,1
MO,1
DEONE,1
SEV-ERAL,1
REGIMES,2
DELIMITED,2
VARIED,3
RESPONSE,48
EXTENSION,21
EXPAND,7
LETS,1
COMPATIBLY,1
UPWARD,2
101FIGURE,1
24ILLUSTRATION,1
SHADED,4
WHEREAS,4
SHIFTED,30
CONCATENATING,4
IMMEDIATEOPRSRT,1
OPRSRT,1
RDREGISTERREGISTERSOPRSRT,1
ADDRESSWORD,2
+REGISTERHALFWORD,1
BYTEOPRSRT,1
+PCOPWORD,1
PCADDRESS,1
102CHAPTER,1
27,19
THEMIPS,2
PORTIONOF,1
DEALS,5
00AF8020HEXTHE,1
CONVERTING,11
FIELDS:,1
BITS:312826,1
520,1
0000WE,1
REFERRING,4
31–29,3
28–26,3
REFORMAT,1
26:,1
OPRSRTRDSHAMTFUNCT,1
00000000101011111000000000100000,1
5–3,1
2–0,1
DECODE,20
$T7EXAMPLEANSWER,1
103OP31:2628–2631–2900001001201030114100510161107111,1
0000R-FORMATBLTZ/GEZ,1
JUMPJUMP&LINKBRANCHEQBRANCH,1
NEBLEZBGTZ,1
1001ADDIMMEDIATEADDIUSETLESS,1
THANIMM,1
SLTIUANDIORI,1
XORILOADUPPERIMM,1
2010TLBFLPT30114100LOADBYTELOADHALF,1
LWLLOADWORDLBULHU,1
LWR5101STOREBYTESTORE,1
HALFSWLSTOREWORD,1
SWR6110LWC0LWC17111SWC0SWC1OP31:26=010000,1
TLB,168
RS25:21,1
23–2125–2400001001201030114100510161107111,2
000MFC0CFC0MTC0CTC0,1
101210,1
311OP31:26=000000,1
FUNCT5:0,1
2–05–300001001201030114100510161107111,2
0000SHIFTLEFT,1
LOGICALSHIFTRIGHT,1
LOGICALSRASLLVSRLVSRAV,1
1001JUMPREG,1
JALR,1
SYSCALLBREAK,1
2010MFHIMTHIMFLOMTLO3011MULTMULTUDIV,1
DIVU4100ADDADDUSUBTRACTSUBUANDOR,1
XORNOTORNOR,1
5101SETL,1
SLTU,8
61107111FIGURE,1
25MIPS,1
ROW,26
LOADWORD,1
TWOFOR,2
011,2
31–26,9
100011,2
UNDERSCORE,2
ELSEWHERE,4
R-FORMATIN,1
000000,1
SUBTRACTIN,1
5–0,10
100010,1
000000TWO,1
FLPTVALUE,1
BLTZ/GEZIS,1
:BLTZ,1
BGEZ,1
BLTZAL,1
BGEZAL,1
MNEMONICS,1
104CHAPTER,1
64K,1
256K,1
32K,3
128K,2
1024K,1
64M,2
256M,2
32M,2
128M,2
ANYWHERE,10
SUPPLIES,13
BITSWHAT,1
HEX1,1
J2,1
R-FORMAT3,1
ADDI4,1
SLL5,1
MFC06,1
UNDEFINED,11
OPCODE:,1
LEGAL,4
NAMEFIELDS,1
COMMENTSFIELD,1
R-FORMATOPRSRTRD,1
SHAMTFUNCTARITHMETIC,1
I-FORMATOPRSRT,1
ADDRESS/IMMEDIATETRANSFER,1
IMM,2
FORMATJ-FORMAT,1
26MIPS,1
105MIPS,1
–$T9,1
–$A3,1
–$V1,1
$ATFAST,2
OPERANDSSUBTRACTSUB,2
OPERANDSADD,1
100$S1,23
=$S2,5
100USED,1
100$S2MEMORY$S2+,5
MEMORYLOAD,12
HALFLH,1
MEMORY$S2+,2
100HALFWORD,3
HALFSH,4
=$S1HALFWORD,1
BYTELB,1
100BYTE,4
BYTESB,4
=$S1BYTE,1
IMMED,1
216LOADS,3
BITSLOGICALANDAND,4
|$S3THREE,1
10$S1,8
25IF,8
100EQUAL,4
TEST;,8
100NOT,4
PC-RELATIVESET,1
$S3$S1=,2
BNESETLESSTHAN,1
IMMEDIATESLTI,4
$S1=,1
ELSE$S1=,1
CONSTANTUNCONDI-,1
2500GO,4
10000JUMP,4
$RAGO,4
2500$RA,4
10000FOR,4
27MIPS,2
106CHAPTER,1
TRANSFORMING,1
CHY,4
COMBINE,9
PROGRAM2,1
10FIGURE,1
28A,1
HIGH-LEVEL-LANGUAGE,3
COMBINES,12
RESOLVE,11
LINKING,7
LOADERS,1
LOWS,1
SUFFIX,1
FILES:,2
NAMEDX,1
O,3
STATICALLY,7
DYNAMICALLY,23
ROUTES,1
EXE-,12
CUTABLE,1
MS-DOS,2
SUFFIXES,1
ASM,1
OBJ,1
LIB,1
DLL,6
EXETO,1
COMPILERASSEMBLY,1
OBJECT:,1
MODULEOBJECT:,1
LOADERMEMORY,1
EXECUTABLE:,1
107COMPILERTHE,1
TRANSFORMS,2
ASYMBOLIC,1
PRODUCTIV-,1
ITY,11
LAN-GUAGEBECAUSE,1
INEFFICIENT,5
128,11
000-,1
OPTIMIZING,8
EXPERT,1
ASSEMBLERAS,1
VARIATIONS,6
APPEARANCE,2
TRANSLA-,1
PSEUDOINSTRUCTIONS,12
$ZEROIS,1
ISUSED,2
MOVETHAT,1
ACCEPTS,4
BLTBRANCH,1
SLTANDBNEMENTIONED,1
INCLUDEBGT,1
BGE,1
BLE,5
FARAWAY,1
RICHER,3
IMPLEMENTED,42
RESERVING,1
TRANS-LATED,1
PSEUDOINSTRUCTION,5
COM-MON,1
VARIATION,6
TREATED,2
108CHAPTER,1
STUDY,2
ACCEPT,7
SUCCINCT,1
TURNS,9
PROPERLY,16
TRACK,39
PAIRS,9
PIECES:,1
THEOBJECT,1
HEADER,5
THETEXT,1
THESTATIC,1
WHICHIS,1
THROUGH-,3
THERELOCATION,1
IDENTIFIES,4
ABSOLUTE,16
THESYMBOL,1
THEDEBUGGING,1
CONCISE,1
MOD-,2
ULES,1
DEBUGGER,1
READABLE,2
SUBSECTION,4
LINKERWHAT,1
PROCE-,3
ASSEMBLING,3
RETRANSLA-,1
TERRIBLE,1
WASTE,4
REPETITION,1
PARTICULARLY,12
WASTEFUL,1
BINARYREPRESENTATION,1
COMMU-NICATION,1
OCCUPY,5
109COMPILE,1
ASSEMBLE,2
ORLINKER,1
STITCHES,1
LINKER:,1
PATCH,3
INTERNAL,30
RELOCATION,9
EDITOR:IT,1
EDITING,1
NAMELINK,1
SENSE,7
RECOMPILE,1
RESOLVED,11
87,6
ISOLATION,2
MODULE’S,1
RELOCATED,1
PRODUCES,12
EXECUTABLE,12
UNRE-,1
SOLVED,4
UNRESOLVED,3
STRUCTIONS,5
AS-,2
SEMBLY,1
UNDERSTANDABLE;,1
PROCESS:,2
COM-BINES,1
RESOLVES,2
FUNCTIONAL,56
UNRE-SOLVED,1
DEBUGGING,4
110CHAPTER,1
PROCEDUREANEEDS,1
XTO,1
BTO,1
BNEEDS,1
YFOR,1
THESTORE,1
400000,3
AISPLACED,1
CEDURE,1
HEXBYTES,4
400100,3
10000020,3
HEADERNAMEPROCEDURE,2
ATEXT,1
100HEXDATA,1
SIZE20HEXTEXT,1
ADDRESSINSTRUCTION,5
0LW$A0,1
0$GP4JAL0……DATA,2
SEGMENT0X……RELOCATION,1
INFORMATIONADDRESSINSTRUCTION,2
TYPEDEPENDENCY,2
0LWX4JALBSYMBOL,1
TABLELABELADDRESSX—B—OBJECT,1
BTEXT,2
200HEXDATA,1
SIZE30HEXTEXT,1
0SW$A1,1
SEGMENT0Y……RELOCATION,1
0SWY4JALASYMBOL,1
TABLELABELADDRESSY—A—ANSWER,1
111FROM,1
ASAYS,1
UPDATES,6
EDITED,1
HERE:,1
JALS,1
ATADDRESS,1
400004,1
HEXGETS400100,1
HEXTHE,3
ITSADDRESS,1
400104,1
HEXGETS400000,1
$GPIS,1
8000,13
HEXIN,2
THEADDRESS,6
LWAT,2
YIELDS,17
HEXAS,1
8020HEXIN,1
SWAT,1
HEADERTEXT,1
300HEXDATA,1
SIZE50HEXTEXT,1
HEXLW$A0,1
8000HEX$GP00400004,1
HEXJAL,2
0100HEX……00400100,1
HEXSW$A1,1
8020HEX$GP00400104,1
0000HEX……DATA,1
SEGMENTADDRESS10000000,1
HEXX……10000020,1
HEXY……,1
112CHAPTER,1
LOADERNOW,1
SYSTEMS:,3
INITIALIZES,1
START-UP,3
ISTERS,3
TERMINATES,1
EXITSYSTEM,1
LOADERSIN,1
LIBRARIESTHE,1
DISADVANTAGES:,1
RELEASED,4
PROGRAM;,5
DISADVANTAGES,3
DLLS,6
CEDURES,1
RAN,2
LAZY,3
LINKAGE,3
LOADERA,2
113LIKE,1
TRICK,4
INDIRECTION,1
DUMMY,3
INDIRECT,5
LINKER-LOADER,2
29DYNAMICALLY,1
REMAP,2
COPYING,7
REMAPPING,2
VIRTUAL,215
MANAGEMENT,4
ABTEXT,1
JALFIRST,1
ROUTINESUBSEQUENT,1
ROUTINELWJR,1
LI,3
IDJ,1
DATA/TEXT,1
LINKER/LOADER,1
ROUTINEJ,1
ROUTINEJR,2
JALLWJR,1
DATADLL,1
114CHAPTER,1
REMAPS,1
THEREAFTER,5
RECTLY,2
HOPS,1
COPIED,10
PAY,6
OVERHEAD,38
PAYS,2
MICROSOFT’S,1
CAPTURES,2
TARGETED,2
SAFELY,4
INTERPRET:,1
30A,1
JVM,10
LINKS,5
SELECTIVELY,3
COMPILES,3
INSTRUCTIONFROM,1
COMPILERCLASS,1
115PILATION,1
TRIVIAL,3
CHECKS,8
SIMULATES,6
SEPARATE,69
FILLS,1
RUNTIME,16
UPSIDE,1
VIR-,4
TUAL,4
SHORTLY,26
ANNOUNCED,10
BROWSERS,1
IMPOR-,3
TANT,3
SLOWDOWN,3
COMPARED,34
UNATTRACTIVE,1
PHASE,4
PROFILE,2
HOT,5
EVOLVES,1
SUFFER,1
RESEARCHERS,6
INVENT,2
BETTERS,1
FLY,2
GAP,14
C++,5
CLOSING,2
IMPLE-,16
MENTATION,8
TRANSLATOR,1
EASE,5
MESSAGES,3
INDEPENDENCE,2
INTERPRETS,2
INTER-PRETED,2
116CHAPTER,1
TRANSFORMATIONS,8
SOMETHING,11
TRANSFORMATION,5
INLINING,6
SUBSTITUTING,2
ARGUMENTS,8
OPTIMIZE2,1
11FIGURE,1
31THE,4
LOGICALLY,14
COMPLETION,22
ESSENTIALLY,16
INTERLEAVING,6
DEPENDENCIES,4
DEPENDENT;,2
INDEPENDENTSOMEWHAT,1
INDEPENDENTSMALL,1
DEPENDENCIES;MACHINE,1
COUNTS/TYPES,1
DEPENDENT;LANGUAGE,1
INDEPENDENTFRONT,1
LANGUAGEFUNCTION,1
INTERMEDIATE,21
LOCALOPTIMIZATIONS,1
ALLOCATIONDETAILED,1
SELECTION,10
MACHINE-DEPENDENTOPTIMIZATIONS;,1
OPTIMIZATIONSGLOBALOPTIMIZER,1
GENERATOR,2
117INVOLVE,1
EXPLOIT,12
EFFECTIVELY,10
ITERATIONS,10
FORSTATEMENT,2
OPTI-,4
MIZATION,2
UNROLLING,17
REPLICATING,3
INTERCHANGING,1
BLOCKING,4
BEHAVIOR;,2
OPTIMIZATIONSWITHIN,1
DEDICATED,18
MIZATIONS,1
PERFORMED:,1
PRECURSOR,1
SUCCESSOR,6
CLEAN,2
BLOCKS;,1
REGIONS,1
CRUCIAL,3
LOCALLY,1
GLOBALLY,1
SUBEXPRESSION,10
ELIMINATION,20
DEAD,8
REDUCTION,12
PLES,2
ELEMENT:,1
4THE,2
XIOCCURS,1
NEITHER,8
FRAGMENT,7
UNOPTIMIZED,4
OCCURRED,17
R100,5
SCHEDULED,29
118CHAPTER,1
OPTIMIZATIONS:,2
MULT,11
SIBLING,1
FOLDINGFIND,1
PROPAGATES,2
COLLAPSING,1
ELIMINATING,6
RELOAD,3
ENABLING,4
ELIMINATES,7
COUSIN,1
CODE––CODE,1
PROGRAM––AND,1
HEAVY,4
MACROS,2
TEMPLATES,1
REUSE,6
SUR-,1
PRISINGLY,1
4LI,2
XLW,3
R101,4
IMULT,2
R102,2
R103,2
R102LW,2
R104,4
0R103,3
R104ADD,2
R105,4
R106,2
R107,2
R108,1
4ADD,1
R109,1
R107SW,1
0R109#,1
119COMPILERS,1
CONSERVATIVE,5
CODE;,1
FAC-,4
TORS,4
INCORRECT—FOR,1
INPUTS—IS,1
WRONG,18
SAY,24
OPTIMIZA-,3
CERTAINTY,1
INPUTS,78
MIZE,1
WORST,8
OPTIMIZATIONSMANY,1
AIMS,2
MOTION,6
INDUC-,1
OPTIMIZATIONS;,1
AIMED,4
INVARIANT:,1
COMPUTES,12
PUTED,1
INDUCTION,4
REAL-,1
STARING,1
FAILED,9
ALLOCATE,5
DICTATE,3
OPPOR-,1
TUNITY,1
OBVIOUS,6
ALIASING,5
WORST-CASE,7
BEHAVIOR,40
OBSERVATION:,1
DISABLE,5
LOWER-,1
WORSE,4
OPTIMIZED,11
UNDERSTANDINGPROGRAM,7
120CHAPTER,1
INDEXING,11
EXAMINE,30
POINTERS;,1
CATES,1
GCC,7
OPTIMIZATIONS—LOCAL,1
PROCESSOR-,3
OPTIMIZATIONS—FROM,1
NAMEEXPLANATIONGCC,1
LEVEL;,2
INTEGRATIONREPLACE,1
O3LOCALWITHIN,1
STRAIGHT-LINE,1
CODECOMMON,1
ELIMINATIONREPLACE,1
O1CONSTANT,1
PROPAGATIONREPLACE,1
CONSTANTO1STACK,1
HEIGHT,3
REDUCTIONREARRANGE,1
TREE,3
MINIMIZE,5
O1GLOBALACROSS,1
BRANCHGLOBAL,1
ELIMINATIONSAME,1
CROSSES,1
O2COPY,1
ATHAT,1
A=X,1
XO2CODE,1
O2INDUCTION,1
ELIMINATIONSIMPLIFY/ELIMINATE,1
O2PROCESSOR,1
DEPENDENTDEPENDS,1
REDUCTIONMANY,1
EXAMPLES;,1
O1PIPELINE,1
SCHEDULINGREORDER,1
PIPELINE,323
O1BRANCH,1
OPTIMIZATIONCHOOSE,1
SHORTEST,4
DISPLACEMENT,11
REACHES,4
O1FIGURE,1
32MAJOR,1
O1,3
O2,2
NTEGRATION,1
O3,3
121THE,1
CONSTRUCTION,7
ONE-,1
TWO-SEMESTER,1
COURSE;,1
NECESSARILY,2
DANGER,7
SNIPPETS,1
DERIVE,2
SWAP,20
ELE-,7
TEMPTATION,2
PILER,3
DECRE-,1
BRANCH-,2
MISMATCH,2
FACED,3
OBJECTIONS,1
GENERALIZE,1
INCREMENT-,1
INTERFACEHOW,1
INTRODUCTION2,1
TOGETHER2,1
122CHAPTER,1
SWAPLET’S,1
SWAPIN,1
SWAPS,3
SWAPPROCEDURE,4
CONCLUDING,2
SWAPAS,1
79,3
SWAPIS,1
83,5
DECLARATIONS,2
THESWAP,1
SWAPTHE,1
VK;VK,1
VK+1;VK+1,1
TEMP;RECALL,1
APART,5
KBY,1
33A,2
SORTING,8
K{,1
},1
123ADDING,1
MISTAKE,4
SLL$T1,6
ADD$T1,6
VKNOW,1
$T1:LW$T0,1
LW$T2,4
4$T1#,2
VNEXT,1
SWAPPED,3
ADDRESSES:,3
SW$T2,2
SW$T0,2
PROCEDUREWE,1
SORTTO,1
RIGOR,1
SORTS,5
BUBBLE,37
EXCHANGE,4
SORTTHE,5
ASSIGN,5
$S1TO,1
124CHAPTER,1
FORLOOPS,3
THATINCLUDES,1
UNWRAP,1
LOOP:FOR,1
N;,2
{RECALL,1
PARTS:INITIALIZATION,1
ITERA-,1
MOVE$S0,1
